B_index,B_id,Latitude,Longitude,Start_time,End_time,Tags,B_Size,Influence,Zone,Cost
1212,435208,34.037988,-118.250834,19:04,19:05,Scenic Lookout,193,0.287202381,0,0.030090625
1213,435208,34.037988,-118.250834,19:05,19:06,Australian Restaurant,444,1.321428571,0,0.128586576
1214,435208,34.037988,-118.250834,19:10,19:11,Historic Site,291,0.433035714,0,0.045408942
1215,435208,34.037988,-118.250834,19:11,19:12,Comedy Club,500,0.744047619,0,0.070976125
1216,435208,34.037988,-118.250834,19:12,19:13,Market,369,0.549107143,0,0.058339468
1217,435208,34.037988,-118.250834,19:13,19:14,Campground,301,0.895833333,0,0.086529487
1218,435208,34.037988,-118.250834,19:14,19:15,Electronics Store,646,0.961309524,0,0.100752024
1219,435208,34.037988,-118.250834,19:15,19:16,Car Wash,562,1.672619048,0,0.181782864
1220,435208,34.037988,-118.250834,19:16,19:17,Shop & Service,454,0.675595238,0,0.073043626
1221,435208,34.037988,-118.250834,19:18,19:19,Malaysian Restaurant,122,0.181547619,0,0.017014023
1222,435208,34.037988,-118.250834,19:20,19:21,Dumpling Restaurant,170,0.25297619,0,0.02521337
1223,435208,34.037988,-118.250834,19:21,19:22,Synagogue,316,0.470238095,0,0.042955874
1224,435208,34.037988,-118.250834,19:22,19:23,Dumpling Restaurant,98,0.291666667,0,0.031173799
1225,435208,34.037988,-118.250834,19:24,19:25,Mediterranean Restaurant,323,0.961309524,0,0.086771422
1226,435208,34.037988,-118.250834,19:25,19:26,Gaming Cafe,496,0.738095238,0,0.074253172
1227,435208,34.037988,-118.250834,19:26,19:27,Fraternity House,126,0.1875,0,0.018601804
1228,435208,34.037988,-118.250834,19:27,19:28,Car Dealership,204,0.303571429,0,0.031550581
1229,435208,34.037988,-118.250834,19:28,19:29,Video Store,470,0.699404762,0,0.070845568
1230,435208,34.037988,-118.250834,19:29,19:30,Taxi,562,0.836309524,0,0.090225904
1231,435208,34.037988,-118.250834,19:30,19:31,German Restaurant,388,0.577380952,0,0.056975639
1232,435208,34.037988,-118.250834,19:32,19:33,Arcade,390,1.160714286,0,0.110800906
1233,435208,34.037988,-118.250834,19:35,19:36,Burger Joint,494,0.735119048,0,0.080362795
1234,435208,34.037988,-118.250834,19:36,19:37,Ice Cream Shop,525,0.78125,0,0.077380353
1235,435208,34.037988,-118.250834,19:40,19:41,Dummy,454,0.675595238,0,0.073452381
1236,435208,34.037988,-118.250834,19:42,19:43,Seafood Restaurant,661,0.983630952,0,0.107321932
1237,435208,34.037988,-118.250834,19:43,19:44,Ski Area,198,0.294642857,0,0.030801985
1238,435208,34.037988,-118.250834,19:44,19:45,Beer Garden,118,0.351190476,0,0.034116052
1239,435208,34.037988,-118.250834,19:45,19:46,Outdoors & Recreation,642,2.866071429,0,0.258318337
1240,435208,34.037988,-118.250834,19:47,19:48,Steakhouse,235,0.699404762,0,0.070701579
1241,435208,34.037988,-118.250834,19:49,19:50,Shrine,401,1.193452381,0,0.110805181
1242,435208,34.037988,-118.250834,19:55,19:56,Racetrack,170,0.25297619,0,0.025897629
1243,435208,34.037988,-118.250834,19:56,19:57,Bike Rental / Bike Share,577,1.717261905,0,0.183232278
1244,435208,34.037988,-118.250834,19:58,19:59,Bagel Shop,439,1.306547619,0,0.126034116
1245,435208,34.037988,-118.250834,19:59,20:00,Clothing Store,101,0.150297619,0,0.015516064
1246,435208,34.037988,-118.250834,20:01,20:02,Airport,126,0.5625,0,0.052090524
1247,435208,34.037988,-118.250834,20:02,20:03,Restaurant,498,0.741071429,0,0.069261778
1248,435208,34.037988,-118.250834,20:03,20:04,Dessert Shop,597,0.888392857,0,0.095702965
1249,435208,34.037988,-118.250834,20:05,20:06,Middle School,380,1.130952381,0,0.105355606
1250,435208,34.037988,-118.250834,20:06,20:07,Moving Target,305,0.907738095,0,0.083784884
1251,435208,34.037988,-118.250834,20:07,20:08,Elementary School,332,0.494047619,0,0.053436226
1252,435208,34.037988,-118.250834,20:08,20:09,Moving Target,162,0.482142857,0,0.045735661
1253,435208,34.037988,-118.250834,20:09,20:10,Racetrack,530,1.577380952,0,0.146504504
1254,435208,34.037988,-118.250834,20:10,20:11,Malaysian Restaurant,343,1.53125,0,0.152946004
1255,435208,34.037988,-118.250834,20:11,20:12,Japanese Restaurant,269,0.400297619,0,0.037003615
1256,435208,34.037988,-118.250834,20:12,20:13,Winery,178,0.264880952,0,0.024213096
1257,435208,34.037988,-118.250834,20:13,20:14,Salad Place,204,0.303571429,0,0.031029989
1258,435208,34.037988,-118.250834,20:15,20:16,Travel Lounge,298,0.443452381,0,0.04492619
1259,435208,34.037988,-118.250834,20:17,20:18,General College & University,396,0.589285714,0,0.054606007
1260,435208,34.037988,-118.250834,20:18,20:19,Plaza,322,1.4375,0,0.147301497
1261,435208,34.037988,-118.250834,20:20,20:21,School,116,0.172619048,0,0.016211153
1262,435208,34.037988,-118.250834,20:21,20:22,Hotel,574,0.854166667,0,0.080938659
1263,435208,34.037988,-118.250834,20:22,20:23,Nursery School,224,0.333333333,0,0.034933094
1264,435208,34.037988,-118.250834,20:28,20:29,Medical Center,165,0.491071429,0,0.047918219
1265,435208,34.037988,-118.250834,20:33,20:34,Embassy / Consulate,189,0.28125,0,0.028699734
1266,435208,34.037988,-118.250834,20:35,20:36,Library,517,1.538690476,0,0.157152953
1267,435208,34.037988,-118.250834,20:37,20:38,Building,106,0.788690476,0,0.075443269
1268,435208,34.037988,-118.250834,20:38,20:39,Bagel Shop,187,0.27827381,0,0.02866469
1269,435208,34.037988,-118.250834,20:39,20:40,Drugstore / Pharmacy,321,0.477678571,0,0.047353919
1270,435208,34.037988,-118.250834,20:40,20:41,Donut Shop,306,0.455357143,0,0.04147577
1271,435208,34.037988,-118.250834,20:41,20:42,Public Art,199,0.592261905,0,0.054545698
1272,435208,34.037988,-118.250834,20:42,20:43,Wings Joint,497,0.739583333,0,0.067835317
1273,435208,34.037988,-118.250834,20:45,20:46,Performing Arts Venue,138,0.205357143,0,0.021805335
1274,435208,34.037988,-118.250834,20:46,20:47,American Restaurant,312,0.928571429,0,0.099116417
1275,435208,34.037988,-118.250834,20:47,20:48,Bowling Alley,408,0.607142857,0,0.06101611
1276,435208,34.037988,-118.250834,20:48,20:49,History Museum,135,0.200892857,0,0.018217281
1277,435208,34.037988,-118.250834,20:49,20:50,Turkish Restaurant,366,0.544642857,0,0.053719091
1278,435208,34.037988,-118.250834,20:50,20:51,Bar,434,1.9375,0,0.20148458
1279,435208,34.037988,-118.250834,20:52,20:53,Gas Station / Garage,319,0.474702381,0,0.050388359
1280,435208,34.037988,-118.250834,20:53,20:54,Brazilian Restaurant,385,2.291666667,0,0.244864581
1281,435208,34.037988,-118.250834,20:55,20:56,Bus Station,234,0.348214286,0,0.035315558
1282,435208,34.037988,-118.250834,20:56,20:57,Swiss Restaurant,610,0.907738095,0,0.092936075
1283,435208,34.037988,-118.250834,20:57,20:58,Music Store,658,1.958333333,0,0.183495475
1284,435208,34.037988,-118.250834,20:58,20:59,Video Game Store,180,0.267857143,0,0.027189066
1285,435208,34.037988,-118.250834,21:00,21:01,Bike Rental / Bike Share,315,1.40625,0,0.139174657
1286,435208,34.037988,-118.250834,21:02,21:03,Hot Dog Joint,195,0.870535714,0,0.088641335
1287,435208,34.037988,-118.250834,21:03,21:04,Travel Lounge,281,0.418154762,0,0.040046393
1288,435208,34.037988,-118.250834,21:05,21:06,Professional & Other Places,385,0.572916667,0,0.055284855
1289,435208,34.037988,-118.250834,21:08,21:09,Housing Development,369,0.549107143,0,0.060143589
1290,435208,34.037988,-118.250834,21:09,21:10,Arepa Restaurant,646,0.961309524,0,0.101435163
1291,435208,34.037988,-118.250834,21:10,21:11,Ramen / Noodle House,93,0.276785714,0,0.026272873
1292,435208,34.037988,-118.250834,21:11,21:12,Swiss Restaurant,120,0.178571429,0,0.017476603
1293,435208,34.037988,-118.250834,21:13,21:14,Asian Restaurant,591,1.758928571,0,0.178056281
1294,435208,34.037988,-118.250834,21:15,21:16,Arts & Crafts Store,214,0.318452381,0,0.029627133
1295,435208,34.037988,-118.250834,21:16,21:17,Dessert Shop,161,0.479166667,0,0.050665375
1296,435208,34.037988,-118.250834,21:20,21:21,General College & University,575,1.711309524,0,0.176485828
1297,435208,34.037988,-118.250834,21:21,21:22,Sushi Restaurant,652,1.94047619,0,0.210920422
1298,435208,34.037988,-118.250834,21:22,21:23,Park,158,0.235119048,0,0.024745021
1299,435208,34.037988,-118.250834,21:23,21:24,Candy Store,307,0.456845238,0,0.045095843
1300,435208,34.037988,-118.250834,21:24,21:25,Church,587,2.620535714,0,0.244163469
1301,435208,34.037988,-118.250834,21:26,21:27,Candy Store,603,1.794642857,0,0.174687972
1302,435208,34.037988,-118.250834,21:27,21:28,Neighborhood,129,0.191964286,0,0.018568754
1303,435208,34.037988,-118.250834,21:29,21:30,Mexican Restaurant,316,1.880952381,0,0.170575863
1304,435208,34.037988,-118.250834,21:30,21:31,Deli / Bodega,604,1.797619048,0,0.177352997
1305,435208,34.037988,-118.250834,21:31,21:32,Ramen / Noodle House,240,0.357142857,0,0.038311473
1306,435208,34.037988,-118.250834,21:33,21:34,Recycling Facility,137,0.203869048,0,0.021403758
1307,435208,34.037988,-118.250834,21:35,21:36,Paper / Office Supplies Store,80,0.119047619,0,0.010758624
1308,435208,34.037988,-118.250834,21:36,21:37,General Entertainment,291,0.433035714,0,0.044250531
1309,435208,34.037988,-118.250834,21:38,21:39,Neighborhood,182,0.270833333,0,0.025773372
1310,435208,34.037988,-118.250834,21:41,21:42,Music School,292,0.43452381,0,0.044507368
1311,435208,34.037988,-118.250834,21:45,21:46,Neighborhood,367,1.638392857,0,0.159067895
1312,435208,34.037988,-118.250834,21:46,21:47,Italian Restaurant,173,0.257440476,0,0.025074925
1313,435208,34.037988,-118.250834,21:47,21:48,Furniture / Home Store,85,0.126488095,0,0.012374717
1314,435208,34.037988,-118.250834,21:48,21:49,Pizza Place,166,0.24702381,0,0.025280605
1315,435208,34.037988,-118.250834,21:49,21:50,French Restaurant,318,0.473214286,0,0.043315381
1316,435208,34.037988,-118.250834,21:51,21:52,Casino,346,1.029761905,0,0.103062204
1317,435208,34.037988,-118.250834,21:52,21:53,Elementary School,179,0.532738095,0,0.052965796
1318,435208,34.037988,-118.250834,21:56,21:57,Dim Sum Restaurant,202,0.601190476,0,0.055015384
1319,435208,34.037988,-118.250834,21:59,22:00,Train Station,390,0.580357143,0,0.052999318
1320,435208,34.037988,-118.250834,22:00,22:01,Food Truck,310,1.383928571,0,0.143794821
1321,435208,34.037988,-118.250834,22:02,22:03,Military Base,229,0.34077381,0,0.037065963
1322,435208,34.037988,-118.250834,22:03,22:04,Donut Shop,580,1.726190476,0,0.161938946
1323,435208,34.037988,-118.250834,22:04,22:05,Motorcycle Shop,543,0.808035714,0,0.080368275
1324,435208,34.037988,-118.250834,22:05,22:06,Bike Rental / Bike Share,554,2.473214286,0,0.245453013
1325,435208,34.037988,-118.250834,22:08,22:09,Sculpture Garden,628,1.869047619,0,0.171498769
1326,435208,34.037988,-118.250834,22:11,22:12,Indian Restaurant,447,0.665178571,0,0.072961774
1327,435208,34.037988,-118.250834,22:12,22:13,Dessert Shop,655,0.974702381,0,0.093408267
1328,435208,34.037988,-118.250834,22:13,22:14,Turkish Restaurant,302,0.449404762,0,0.041230806
1329,435208,34.037988,-118.250834,22:15,22:16,Building,514,0.764880952,0,0.075928277
1330,435208,34.037988,-118.250834,22:16,22:17,Antique Shop,487,1.449404762,0,0.146932173
1331,435208,34.037988,-118.250834,22:17,22:18,Arts & Entertainment,320,0.476190476,0,0.049172293
1332,435208,34.037988,-118.250834,22:20,22:21,Camera Store,540,0.803571429,0,0.084278392
1333,435208,34.037988,-118.250834,22:21,22:22,Soup Place,319,0.474702381,0,0.048165426
1334,435208,34.037988,-118.250834,22:22,22:23,Burrito Place,198,0.589285714,0,0.053094772
1335,435208,34.037988,-118.250834,22:23,22:24,American Restaurant,137,0.203869048,0,0.019542756
1336,435208,34.037988,-118.250834,22:26,22:27,Middle School,234,0.696428571,0,0.062857162
1337,435208,34.037988,-118.250834,22:27,22:28,Planetarium,500,1.488095238,0,0.137075768
1338,435208,34.037988,-118.250834,22:32,22:33,Cajun / Creole Restaurant,221,0.328869048,0,0.030978488
1339,435208,34.037988,-118.250834,22:33,22:34,Dummy,258,0.383928571,0,0.036931274
1340,435208,34.037988,-118.250834,22:34,22:35,Airport,507,0.754464286,0,0.079225218
1341,435208,34.037988,-118.250834,22:35,22:36,Medical School,172,0.511904762,0,0.046390953
1342,435208,34.037988,-118.250834,22:36,22:37,Funeral Home,602,1.791666667,0,0.187931515
1343,435208,34.037988,-118.250834,22:39,22:40,Nursery School,287,0.427083333,0,0.045350151
1344,435208,34.037988,-118.250834,22:40,22:41,Donut Shop,342,0.508928571,0,0.052447907
1345,435208,34.037988,-118.250834,22:41,22:42,School,671,0.998511905,0,0.096549774
1346,435208,34.037988,-118.250834,22:42,22:43,Salon / Barbershop,443,0.65922619,0,0.068817569
1347,435208,34.037988,-118.250834,22:43,22:44,Ski Area,642,2.866071429,0,0.307453873
1348,435208,34.037988,-118.250834,22:45,22:46,Historic Site,438,1.303571429,0,0.13616318
1349,435208,34.037988,-118.250834,22:47,22:48,Storage Facility,503,0.748511905,0,0.076750526
1350,435208,34.037988,-118.250834,22:48,22:49,Coffee Shop,634,0.943452381,0,0.085000854
1351,435208,34.037988,-118.250834,22:49,22:50,Sporting Goods Shop,608,0.904761905,0,0.08728592
1352,435208,34.037988,-118.250834,22:53,22:54,Tattoo Parlor,188,0.279761905,0,0.027918326
1353,435208,34.037988,-118.250834,22:54,22:55,Castle,547,0.813988095,0,0.079245803
1354,435208,34.037988,-118.250834,22:55,22:56,Salon / Barbershop,620,0.922619048,0,0.09635019
1355,435208,34.037988,-118.250834,22:56,22:57,Sandwich Place,223,0.663690476,0,0.066909704
1356,435208,34.037988,-118.250834,22:57,22:58,Neighborhood,416,0.619047619,0,0.060324684
1357,435208,34.037988,-118.250834,22:58,22:59,Dumpling Restaurant,585,0.870535714,0,0.08654851
1358,435208,34.037988,-118.250834,22:59,23:00,Home (private),489,0.727678571,0,0.070544273
1359,435208,34.037988,-118.250834,23:00,23:01,Shrine,555,0.825892857,0,0.084855476
1360,435208,34.037988,-118.250834,23:01,23:02,Middle Eastern Restaurant,108,0.321428571,0,0.034369587
1361,435208,34.037988,-118.250834,23:02,23:03,Art Museum,626,0.931547619,0,0.090851548
1362,435208,34.037988,-118.250834,23:04,23:05,Cajun / Creole Restaurant,527,0.78422619,0,0.078792245
1363,435208,34.037988,-118.250834,23:05,23:06,Molecular Gastronomy Restaurant,97,0.144345238,0,0.013104938
1364,435208,34.037988,-118.250834,23:06,23:07,Japanese Restaurant,581,0.864583333,0,0.079487336
1365,435208,34.037988,-118.250834,23:09,23:10,Car Wash,613,0.912202381,0,0.099544163
1366,435208,34.037988,-118.250834,23:13,23:14,Nail Salon,205,0.305059524,0,0.033025654
1367,435208,34.037988,-118.250834,23:14,23:15,Steakhouse,456,1.357142857,0,0.14349974
1368,435208,34.037988,-118.250834,23:16,23:17,Theater,519,0.772321429,0,0.074354256
1369,435208,34.037988,-118.250834,23:17,23:18,Office,360,0.535714286,0,0.058035932
1370,435208,34.037988,-118.250834,23:19,23:20,French Restaurant,350,0.520833333,0,0.047062926
1371,435208,34.037988,-118.250834,23:21,23:22,Synagogue,324,0.964285714,0,0.105789212
1372,435208,34.037988,-118.250834,23:22,23:23,Other Great Outdoors,389,0.578869048,0,0.056852908
1373,435208,34.037988,-118.250834,23:24,23:25,Turkish Restaurant,303,0.450892857,0,0.041280046
1374,435208,34.037988,-118.250834,23:25,23:26,Zoo,329,0.979166667,0,0.09382354
1375,435208,34.037988,-118.250834,23:26,23:27,Mosque,378,1.125,0,0.111840084
1376,435208,34.037988,-118.250834,23:27,23:28,Argentinian Restaurant,309,0.459821429,0,0.046292554
1377,435208,34.037988,-118.250834,23:29,23:30,Park,536,0.797619048,0,0.076196141
1378,435208,34.037988,-118.250834,23:30,23:31,Stadium,311,0.462797619,0,0.048344242
1379,435208,34.037988,-118.250834,23:31,23:32,Trade School,173,0.257440476,0,0.025885028
1380,435208,34.037988,-118.250834,23:35,23:36,Seafood Restaurant,438,0.651785714,0,0.061001839
1381,435208,34.037988,-118.250834,23:36,23:37,Factory,361,1.074404762,0,0.09686322
1382,435208,34.037988,-118.250834,23:38,23:39,Breakfast Spot,319,0.949404762,0,0.10251358
1383,435208,34.037988,-118.250834,23:40,23:41,Embassy / Consulate,298,0.443452381,0,0.0424488
1384,435208,34.037988,-118.250834,23:43,23:44,Animal Shelter,330,0.491071429,0,0.047893504
1385,435208,34.037988,-118.250834,23:45,23:46,Bike Rental / Bike Share,575,0.855654762,0,0.092437496
1386,435208,34.037988,-118.250834,23:47,23:48,Travel & Transport,127,0.37797619,0,0.03467316
1387,435208,34.037988,-118.250834,23:48,23:49,Garden,517,1.538690476,0,0.168904041
1388,435208,34.037988,-118.250834,23:50,23:51,Video Store,262,1.169642857,0,0.109755839
1389,435208,34.037988,-118.250834,23:51,23:52,Housing Development,657,1.955357143,0,0.206702062
1390,435208,34.037988,-118.250834,23:53,23:54,Cosmetics Shop,633,0.941964286,0,0.088981934
1391,435208,34.037988,-118.250834,23:55,23:56,Greek Restaurant,468,0.696428571,0,0.073980909
1392,435208,34.037988,-118.250834,23:56,23:57,Science Museum,383,1.709821429,0,0.165383123
1393,435208,34.037988,-118.250834,23:57,23:58,Government Building,327,0.973214286,0,0.098768578
1394,435208,34.037988,-118.250834,23:58,23:59,German Restaurant,256,0.761904762,0,0.079573399
2538,437820,34.042103,-118.256519,0:01,0:02,Aquarium,533,0.793154762,0,0.084619916
2539,437820,34.042103,-118.256519,0:04,0:05,Animal Shelter,109,0.162202381,0,0.014979068
2540,437820,34.042103,-118.256519,0:05,0:06,Ferry,283,0.421130952,0,0.040811148
2541,437820,34.042103,-118.256519,0:06,0:07,Filipino Restaurant,343,0.510416667,0,0.046557724
2542,437820,34.042103,-118.256519,0:08,0:09,Food & Drink Shop,325,0.483630952,0,0.049349696
2543,437820,34.042103,-118.256519,0:10,0:11,Middle School,347,0.516369048,0,0.050050365
2544,437820,34.042103,-118.256519,0:13,0:14,Comedy Club,259,0.385416667,0,0.038614575
2545,437820,34.042103,-118.256519,0:14,0:15,Salad Place,442,1.31547619,0,0.120068927
2546,437820,34.042103,-118.256519,0:16,0:17,Flea Market,564,0.839285714,0,0.091667649
2547,437820,34.042103,-118.256519,0:17,0:18,Scandinavian Restaurant,582,0.866071429,0,0.089297483
2548,437820,34.042103,-118.256519,0:18,0:19,Financial or Legal Service,123,0.183035714,0,0.019592021
2549,437820,34.042103,-118.256519,0:20,0:21,Bookstore,455,0.677083333,0,0.071238992
2550,437820,34.042103,-118.256519,0:26,0:27,Animal Shelter,508,0.755952381,0,0.072020771
2551,437820,34.042103,-118.256519,0:31,0:32,Fast Food Restaurant,643,0.956845238,0,0.096037742
2552,437820,34.042103,-118.256519,0:32,0:33,Convention Center,327,0.486607143,0,0.047687658
2553,437820,34.042103,-118.256519,0:33,0:34,Comedy Club,400,1.19047619,0,0.123723379
2554,437820,34.042103,-118.256519,0:34,0:35,Train Station,106,0.157738095,0,0.017121186
2555,437820,34.042103,-118.256519,0:36,0:37,German Restaurant,430,1.279761905,0,0.135803371
2556,437820,34.042103,-118.256519,0:38,0:39,Home (private),507,0.754464286,0,0.073723616
2557,437820,34.042103,-118.256519,0:40,0:41,History Museum,389,0.578869048,0,0.058599359
2558,437820,34.042103,-118.256519,0:41,0:42,Gas Station / Garage,498,0.741071429,0,0.076987286
2559,437820,34.042103,-118.256519,0:44,0:45,Law School,671,0.998511905,0,0.100160211
2560,437820,34.042103,-118.256519,0:45,0:46,Vegetarian / Vegan Restaurant,252,0.375,0,0.037637255
2561,437820,34.042103,-118.256519,0:47,0:48,Latin American Restaurant,423,0.629464286,0,0.061025269
2562,437820,34.042103,-118.256519,0:49,0:50,Public Art,542,0.806547619,0,0.077483014
2563,437820,34.042103,-118.256519,0:50,0:51,Stadium,177,0.526785714,0,0.054363475
2564,437820,34.042103,-118.256519,0:51,0:52,Dummy,321,0.955357143,0,0.103031673
2565,437820,34.042103,-118.256519,0:52,0:53,Mobile Phone Shop,354,0.526785714,0,0.049183063
2566,437820,34.042103,-118.256519,0:57,0:58,Nightlife Spot,375,0.558035714,0,0.060036431
2567,437820,34.042103,-118.256519,0:58,0:59,Argentinian Restaurant,671,0.998511905,0,0.096458545
2568,437820,34.042103,-118.256519,1:00,1:01,Racetrack,499,1.485119048,0,0.136372232
2569,437820,34.042103,-118.256519,1:02,1:03,Scenic Lookout,592,0.880952381,0,0.082278885
2570,437820,34.042103,-118.256519,1:03,1:04,Cupcake Shop,615,0.915178571,0,0.092851405
2571,437820,34.042103,-118.256519,1:05,1:06,College Stadium,602,0.895833333,0,0.081246902
2572,437820,34.042103,-118.256519,1:06,1:07,Cupcake Shop,447,0.665178571,0,0.065293894
2573,437820,34.042103,-118.256519,1:12,1:13,Clothing Store,471,0.700892857,0,0.063309376
2574,437820,34.042103,-118.256519,1:14,1:15,College Theater,185,0.275297619,0,0.027631451
2575,437820,34.042103,-118.256519,1:19,1:20,Cemetery,653,0.97172619,0,0.101355695
2576,437820,34.042103,-118.256519,1:21,1:22,Sushi Restaurant,116,0.172619048,0,0.016883937
2577,437820,34.042103,-118.256519,1:23,1:24,Mobile Phone Shop,195,0.290178571,0,0.031481138
2578,437820,34.042103,-118.256519,1:25,1:26,Medical Center,236,0.351190476,0,0.032616356
2579,437820,34.042103,-118.256519,1:29,1:30,Laundry Service,488,0.726190476,0,0.074169593
2580,437820,34.042103,-118.256519,1:30,1:31,Nursery School,619,0.921130952,0,0.098243354
2581,437820,34.042103,-118.256519,1:31,1:32,Smoke Shop,616,0.916666667,0,0.087825629
2582,437820,34.042103,-118.256519,1:33,1:34,Bagel Shop,576,0.857142857,0,0.086103924
2583,437820,34.042103,-118.256519,1:34,1:35,Travel & Transport,127,0.188988095,0,0.019025182
2584,437820,34.042103,-118.256519,1:36,1:37,Department Store,175,0.260416667,0,0.024652525
2585,437820,34.042103,-118.256519,1:40,1:41,Italian Restaurant,331,0.985119048,0,0.099049691
2586,437820,34.042103,-118.256519,1:43,1:44,Travel Lounge,126,0.375,0,0.040680192
2587,437820,34.042103,-118.256519,1:44,1:45,Beer Garden,195,0.580357143,0,0.062700051
2588,437820,34.042103,-118.256519,1:47,1:48,Bagel Shop,589,0.876488095,0,0.089663233
2589,437820,34.042103,-118.256519,1:48,1:49,Art Gallery,243,0.361607143,0,0.037628527
2590,437820,34.042103,-118.256519,1:55,1:56,Brazilian Restaurant,109,0.162202381,0,0.01568227
2591,437820,34.042103,-118.256519,1:56,1:57,Music School,89,0.132440476,0,0.014327522
2592,437820,34.042103,-118.256519,1:57,1:58,Food & Drink Shop,368,0.547619048,0,0.057744373
2593,437820,34.042103,-118.256519,1:58,1:59,Building,140,0.208333333,0,0.020735755
2594,437820,34.042103,-118.256519,1:59,2:00,Music Venue,534,1.589285714,0,0.159175131
2595,437820,34.042103,-118.256519,2:03,2:04,Bakery,185,0.275297619,0,0.028721542
2596,437820,34.042103,-118.256519,2:04,2:05,Eastern European Restaurant,188,0.55952381,0,0.053560239
2597,437820,34.042103,-118.256519,2:07,2:08,Post Office,310,0.461309524,0,0.044438463
2598,437820,34.042103,-118.256519,2:09,2:10,Afghan Restaurant,647,0.962797619,0,0.093481631
2599,437820,34.042103,-118.256519,2:12,2:13,Café,315,0.46875,0,0.04535114
2600,437820,34.042103,-118.256519,2:18,2:19,Paper / Office Supplies Store,567,0.84375,0,0.085593248
2601,437820,34.042103,-118.256519,2:22,2:23,Sushi Restaurant,351,0.522321429,0,0.054455083
2602,437820,34.042103,-118.256519,2:26,2:27,Salad Place,112,0.166666667,0,0.015744503
2603,437820,34.042103,-118.256519,2:29,2:30,City,587,1.74702381,0,0.174612974
2604,437820,34.042103,-118.256519,2:30,2:31,College & University,466,0.693452381,0,0.063829518
2605,437820,34.042103,-118.256519,2:32,2:33,Fish & Chips Shop,352,1.047619048,0,0.107405941
2606,437820,34.042103,-118.256519,2:33,2:34,Stadium,317,0.943452381,0,0.099120225
2607,437820,34.042103,-118.256519,2:37,2:38,Beach,476,0.708333333,0,0.072390017
2608,437820,34.042103,-118.256519,2:38,2:39,Hotel,134,0.199404762,0,0.018012056
2609,437820,34.042103,-118.256519,2:42,2:43,Pool Hall,310,0.461309524,0,0.043443159
2610,437820,34.042103,-118.256519,2:51,2:52,Burrito Place,651,0.96875,0,0.095864398
2611,437820,34.042103,-118.256519,2:55,2:56,Gaming Cafe,284,0.422619048,0,0.041093651
2612,437820,34.042103,-118.256519,2:56,2:57,Storage Facility,418,1.244047619,0,0.132549101
2613,437820,34.042103,-118.256519,3:00,3:01,Pet Store,573,0.852678571,0,0.091766773
2614,437820,34.042103,-118.256519,3:01,3:02,Eastern European Restaurant,95,0.141369048,0,0.012723328
2615,437820,34.042103,-118.256519,3:03,3:04,Gastropub,462,0.6875,0,0.067440865
2616,437820,34.042103,-118.256519,3:04,3:05,Flower Shop,520,0.773809524,0,0.083065274
2617,437820,34.042103,-118.256519,3:05,3:06,Peruvian Restaurant,641,0.953869048,0,0.089008293
2618,437820,34.042103,-118.256519,3:07,3:08,Nightlife Spot,583,0.867559524,0,0.089094134
2619,437820,34.042103,-118.256519,3:11,3:12,Planetarium,562,0.836309524,0,0.083802493
2620,437820,34.042103,-118.256519,3:16,3:17,Comedy Club,426,0.633928571,0,0.061723015
2621,437820,34.042103,-118.256519,3:17,3:18,Moving Target,368,1.095238095,0,0.108129168
2622,437820,34.042103,-118.256519,3:19,3:20,Laundry Service,413,1.229166667,0,0.115664129
2623,437820,34.042103,-118.256519,3:20,3:21,Tanning Salon,115,0.171130952,0,0.015956658
2624,437820,34.042103,-118.256519,3:22,3:23,Diner,546,0.8125,0,0.082990903
2625,437820,34.042103,-118.256519,3:24,3:25,Furniture / Home Store,310,0.922619048,0,0.096130885
2626,437820,34.042103,-118.256519,3:29,3:30,Airport,154,0.229166667,0,0.022628775
2627,437820,34.042103,-118.256519,3:31,3:32,Sporting Goods Shop,187,0.27827381,0,0.027381547
2628,437820,34.042103,-118.256519,3:32,3:33,Bar,380,0.56547619,0,0.053916075
2629,437820,34.042103,-118.256519,3:35,3:36,African Restaurant,661,0.983630952,0,0.090637257
2630,437820,34.042103,-118.256519,3:39,3:40,Fast Food Restaurant,362,1.077380952,0,0.11681742
2631,437820,34.042103,-118.256519,3:40,3:41,Temple,600,0.892857143,0,0.096466149
2632,437820,34.042103,-118.256519,3:43,3:44,Nursery School,546,0.8125,0,0.084698212
2633,437820,34.042103,-118.256519,3:44,3:45,Brazilian Restaurant,109,0.162202381,0,0.016204487
2634,437820,34.042103,-118.256519,3:45,3:46,Library,428,0.636904762,0,0.066427597
2635,437820,34.042103,-118.256519,3:49,3:50,Video Store,478,1.422619048,0,0.149729881
2636,437820,34.042103,-118.256519,3:53,3:54,Stadium,98,0.291666667,0,0.029100213
2637,437820,34.042103,-118.256519,3:54,3:55,General Entertainment,506,1.505952381,0,0.152612481
2638,437820,34.042103,-118.256519,3:55,3:56,Office,98,0.145833333,0,0.01454885
2639,437820,34.042103,-118.256519,3:58,3:59,Performing Arts Venue,181,0.269345238,0,0.02772496
2640,437820,34.042103,-118.256519,4:00,4:01,Salon / Barbershop,230,0.342261905,0,0.035323261
2641,437820,34.042103,-118.256519,4:13,4:14,Fast Food Restaurant,551,0.819940476,0,0.082726402
2642,437820,34.042103,-118.256519,4:16,4:17,Cuban Restaurant,489,0.727678571,0,0.077363744
