B_index,B_id,Latitude,Longitude,Media,B_Size,Zone,End_time,Start_time,Influence,Cost
1958,1019,40.7224,-74.0033,Permanent Bulletin,928,3,19:40,19:35,0.044346746,0.004190299
1959,1019,40.7224,-74.0033,Permanent Bulletin,928,3,19:50,19:45,0.044346746,0.004524658
1960,1019,40.7224,-74.0033,Permanent Bulletin,928,3,19:55,19:50,0.088693491,0.008647776
1961,1019,40.7224,-74.0033,Permanent Bulletin,928,3,0.833333333,19:55,0.088693491,0.009196346
1962,1019,40.7224,-74.0033,Permanent Bulletin,928,3,20:10,20:05,0.044346746,0.004490058
1963,1019,40.7224,-74.0033,Permanent Bulletin,928,3,20:15,20:10,0.044346746,0.00431606
1964,1019,40.7224,-74.0033,Permanent Bulletin,928,3,20:35,20:30,0.044346746,0.004762987
1965,1019,40.7224,-74.0033,Permanent Bulletin,928,3,20:40,20:35,0.044346746,0.004285271
1966,1019,40.7224,-74.0033,Permanent Bulletin,928,3,20:45,20:40,0.044346746,0.004661365
1967,1019,40.7224,-74.0033,Permanent Bulletin,928,3,20:50,20:45,0.044346746,0.004331127
1968,1019,40.7224,-74.0033,Permanent Bulletin,928,3,21:30,21:25,0.044346746,0.004184018
1969,1019,40.7224,-74.0033,Permanent Bulletin,928,3,21:35,21:30,0.088693491,0.008505414
1970,1019,40.7224,-74.0033,Permanent Bulletin,928,3,21:45,21:40,0.044346746,0.004527393
1971,1019,40.7224,-74.0033,Permanent Bulletin,928,3,22:10,22:05,0.044346746,0.004052294
1972,1019,40.7224,-74.0033,Permanent Bulletin,928,3,22:15,22:10,0.044346746,0.004197985
1973,1019,40.7224,-74.0033,Permanent Bulletin,928,3,22:25,22:20,0.044346746,0.004711
1974,1019,40.7224,-74.0033,Permanent Bulletin,928,3,22:30,22:25,0.044346746,0.00451735
1975,1019,40.7224,-74.0033,Permanent Bulletin,928,3,22:35,22:30,0.044346746,0.004378633
1976,1019,40.7224,-74.0033,Permanent Bulletin,928,3,22:40,22:35,0.044346746,0.004866741
1977,1019,40.7224,-74.0033,Permanent Bulletin,928,3,22:45,22:40,0.088693491,0.00915131
1978,1019,40.7224,-74.0033,Permanent Bulletin,928,3,22:50,22:45,0.088693491,0.008867898
1979,1019,40.7224,-74.0033,Permanent Bulletin,928,3,22:55,22:50,0.088693491,0.009384081
1980,1019,40.7224,-74.0033,Permanent Bulletin,928,3,0.958333333,22:55,0.044346746,0.004393179
1981,1019,40.7224,-74.0033,Permanent Bulletin,928,3,23:05,23:00,0.044346746,0.004118611
1982,1019,40.7224,-74.0033,Permanent Bulletin,928,3,23:10,23:05,0.177386983,0.016569501
1983,1019,40.7224,-74.0033,Permanent Bulletin,928,3,23:15,23:10,0.044346746,0.004128078
1984,1019,40.7224,-74.0033,Permanent Bulletin,928,3,23:20,23:15,0.044346746,0.004521042
1985,1019,40.7224,-74.0033,Permanent Bulletin,928,3,23:25,23:20,0.044346746,0.004170332
1986,1019,40.7224,-74.0033,Permanent Bulletin,928,3,23:45,23:40,0.044346746,0.004518042
1987,1019,40.7224,-74.0033,Permanent Bulletin,928,3,23:50,23:45,0.088693491,0.008385249
1988,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,0:25,0:20,0.044958425,0.004578141
1989,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,1:15,1:10,0.044958425,0.004601233
1990,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,5:20,5:15,0.044958425,0.004500593
1991,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,6:35,6:30,0.044958425,0.004559152
1992,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,9:30,9:25,0.044958425,0.004434075
1993,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,9:35,9:30,0.044958425,0.004595857
1994,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,9:40,9:35,0.044958425,0.004938286
1995,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,10:05,10:00,0.134875275,0.012495144
1996,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,10:10,10:05,0.134875275,0.012509538
1997,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,10:15,10:10,0.044958425,0.00405697
1998,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,10:25,10:20,0.134875275,0.01386669
1999,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,10:45,10:40,0.044958425,0.004448187
2000,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,10:50,10:45,0.044958425,0.004170978
2001,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,10:55,10:50,0.044958425,0.004143263
2002,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,0.458333333,10:55,0.044958425,0.004142243
2003,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,11:05,11:00,0.044958425,0.004392023
2004,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,11:15,11:10,0.044958425,0.004549149
2005,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,11:20,11:15,0.044958425,0.004875743
2006,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,11:25,11:20,0.044958425,0.004556965
2007,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,11:35,11:30,0.044958425,0.00483838
2008,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,11:40,11:35,0.044958425,0.00447605
2009,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,12:05,12:00,0.044958425,0.004783813
2010,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,12:30,12:25,0.08991685,0.008383465
2011,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,12:50,12:45,0.044958425,0.004298587
2012,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,13:05,13:00,0.08991685,0.008649692
2013,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,13:25,13:20,0.044958425,0.004851658
2014,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,13:30,13:25,0.1798337,0.016395958
2015,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,13:35,13:30,0.044958425,0.004179957
2016,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,13:45,13:40,0.044958425,0.004096087
2017,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,13:55,13:50,0.044958425,0.004058884
2018,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,14:05,14:00,0.08991685,0.008462172
2019,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,14:15,14:10,0.044958425,0.004705322
2020,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,14:50,14:45,0.044958425,0.004539429
2021,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,15:20,15:15,0.044958425,0.004557526
2022,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,15:25,15:20,0.044958425,0.004846333
2023,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,17:35,17:30,0.044958425,0.004921352
2024,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,18:35,18:30,0.044958425,0.004772832
2025,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,20:20,20:15,0.044958425,0.004337988
2026,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,22:05,22:00,0.044958425,0.004522116
2027,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,22:20,22:15,0.044958425,0.004344312
2028,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,23:15,23:10,0.044958425,0.004436652
2029,1035,40.7557,-73.998102,Permanent Bulletin,940.8,3,23:45,23:40,0.044958425,0.004092216
2030,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,0:15,0:10,0.032113161,0.003457185
2031,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,0:45,0:40,0.032113161,0.00307232
2032,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,0:55,0:50,0.032113161,0.003333514
2033,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,1:10,1:05,0.032113161,0.003170526
2034,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,1:35,1:30,0.032113161,0.002969166
2035,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,1:40,1:35,0.032113161,0.003256955
2036,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,1:50,1:45,0.032113161,0.002940359
2037,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,2:20,2:15,0.032113161,0.003007731
2038,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,2:55,2:50,0.032113161,0.003349742
2039,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,4:50,4:45,0.032113161,0.003328071
2040,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,5:05,5:00,0.032113161,0.003284417
2041,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,6:15,6:10,0.032113161,0.003064658
2042,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,6:45,6:40,0.032113161,0.00328332
2043,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,7:35,7:30,0.032113161,0.003055344
2044,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,7:50,7:45,0.032113161,0.003425553
2045,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,8:20,8:15,0.032113161,0.003372641
2046,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,12:05,12:00,0.032113161,0.003027955
2047,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,12:35,12:30,0.032113161,0.003397357
2048,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,13:25,13:20,0.032113161,0.003106999
2049,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,13:35,13:30,0.096339482,0.010171549
2050,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,13:45,13:40,0.032113161,0.003077187
2051,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,13:55,13:50,0.032113161,0.002939949
2052,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,0.583333333,13:55,0.032113161,0.003197509
2053,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,14:10,14:05,0.032113161,0.003405615
2054,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,14:15,14:10,0.096339482,0.009288095
2055,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,14:20,14:15,0.064226321,0.006503261
2056,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,14:25,14:20,0.032113161,0.003109737
2057,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,15:45,15:40,0.032113161,0.003126302
2058,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,16:05,16:00,0.032113161,0.00335518
2059,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,16:25,16:20,0.064226321,0.006663926
2060,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,16:35,16:30,0.032113161,0.003234637
2061,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,17:20,17:15,0.032113161,0.002966325
2062,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,17:35,17:30,0.032113161,0.003072027
2063,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,17:45,17:40,0.032113161,0.002948464
2064,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,18:20,18:15,0.064226321,0.00650702
2065,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,18:35,18:30,0.032113161,0.003485127
2066,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,19:15,19:10,0.032113161,0.00336703
2067,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,20:10,20:05,0.064226321,0.006314647
2068,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,20:35,20:30,0.032113161,0.003363445
2069,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,20:40,20:35,0.064226321,0.006615085
2070,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,21:15,21:10,0.032113161,0.003135285
2071,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,21:20,21:15,0.064226321,0.006118697
2072,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,21:25,21:20,0.032113161,0.002905814
2073,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,21:35,21:30,0.032113161,0.00351526
2074,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,22:15,22:10,0.032113161,0.003094186
2075,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,22:50,22:45,0.032113161,0.003148954
2076,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,23:05,23:00,0.032113161,0.003019461
2077,1040,40.86550462,-73.92679904,Permanent Bulletin,672,1,23:10,23:05,0.032113161,0.003406904
2078,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,0:25,0:20,0.064226321,0.006685688
2079,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,0.041666667,0:55,0.032113161,0.003141022
2080,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,2:45,2:40,0.032113161,0.003299244
2081,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,3:50,3:45,0.032113161,0.003384584
2082,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,4:15,4:10,0.032113161,0.003270339
2083,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,4:20,4:15,0.032113161,0.003437463
2084,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,4:55,4:50,0.032113161,0.003277905
2085,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,0.208333333,4:55,0.032113161,0.00315508
2086,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,14:20,14:15,0.032113161,0.003004641
2087,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,15:10,15:05,0.032113161,0.003279958
2088,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,15:15,15:10,0.032113161,0.003115127
2089,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,16:10,16:05,0.032113161,0.003519817
2090,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,19:25,19:20,0.032113161,0.003135493
2091,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,0.875,20:55,0.032113161,0.003335366
2092,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,21:35,21:30,0.032113161,0.003523065
2093,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,22:05,22:00,0.032113161,0.003220995
2094,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,22:30,22:25,0.032113161,0.003523559
2095,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,23:45,23:40,0.032113161,0.003530813
2096,1041,40.84550154,-73.9384754,Permanent Bulletin,672,1,23:50,23:45,0.032113161,0.00293559
2097,1043,40.87020098,-73.91511421,Permanent Bulletin,504,1,0.125,2:55,0.02408487,0.002220503
2098,1043,40.87020098,-73.91511421,Permanent Bulletin,504,1,5:20,5:15,0.02408487,0.002489549
2099,1043,40.87020098,-73.91511421,Permanent Bulletin,504,1,5:45,5:40,0.02408487,0.002640258
2100,1043,40.87020098,-73.91511421,Permanent Bulletin,504,1,9:40,9:35,0.02408487,0.002611073
2101,1043,40.87020098,-73.91511421,Permanent Bulletin,504,1,11:30,11:25,0.02408487,0.00264535
2102,1043,40.87020098,-73.91511421,Permanent Bulletin,504,1,13:15,13:10,0.02408487,0.002616957
2103,1043,40.87020098,-73.91511421,Permanent Bulletin,504,1,16:15,16:10,0.02408487,0.002378391
2104,1043,40.87020098,-73.91511421,Permanent Bulletin,504,1,16:30,16:25,0.02408487,0.002354604
2105,1043,40.87020098,-73.91511421,Permanent Bulletin,504,1,17:15,17:10,0.02408487,0.002485969
2106,1043,40.87020098,-73.91511421,Permanent Bulletin,504,1,17:45,17:40,0.02408487,0.002434721
2107,1043,40.87020098,-73.91511421,Permanent Bulletin,504,1,19:45,19:40,0.02408487,0.002336938
2108,1043,40.87020098,-73.91511421,Permanent Bulletin,504,1,19:50,19:45,0.02408487,0.002606435
2109,1043,40.87020098,-73.91511421,Permanent Bulletin,504,1,20:45,20:40,0.02408487,0.002521398
2110,1043,40.87020098,-73.91511421,Permanent Bulletin,504,1,20:55,20:50,0.02408487,0.002628537
2111,1043,40.87020098,-73.91511421,Permanent Bulletin,504,1,21:30,21:25,0.02408487,0.002252897
2112,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,0:05,0:00,0.096339482,0.009706697
2113,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,0:10,0:05,0.064226321,0.006558592
2114,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,0:15,0:10,0.032113161,0.003396589
2115,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,0:20,0:15,0.032113161,0.003476632
2116,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,0:30,0:25,0.064226321,0.006278309
2117,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,0:45,0:40,0.032113161,0.003237102
2118,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,0:50,0:45,0.064226321,0.0067002
2119,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,0.083333333,1:55,0.032113161,0.003506255
2120,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,2:10,2:05,0.032113161,0.003451193
2121,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,2:15,2:10,0.064226321,0.006595051
2122,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,0.166666667,3:55,0.032113161,0.003141242
2123,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,5:40,5:35,0.032113161,0.003413469
2124,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,5:55,5:50,0.032113161,0.003204761
2125,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,7:30,7:25,0.032113161,0.003005752
2126,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,0.333333333,7:55,0.032113161,0.003412712
2127,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,8:05,8:00,0.032113161,0.002956361
2128,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,0.5,11:55,0.032113161,0.003438343
2129,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,13:45,13:40,0.032113161,0.003303021
2130,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,14:35,14:30,0.032113161,0.002985198
2131,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,14:55,14:50,0.032113161,0.003005456
2132,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,15:50,15:45,0.032113161,0.003098729
2133,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,17:05,17:00,0.032113161,0.003028452
2134,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,17:40,17:35,0.064226321,0.006016709
2135,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,18:30,18:25,0.032113161,0.003509124
2136,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,18:40,18:35,0.032113161,0.0033292
2137,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,19:25,19:20,0.064226321,0.00598007
2138,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,19:30,19:25,0.032113161,0.003448401
2139,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,19:35,19:30,0.032113161,0.003044023
2140,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,19:45,19:40,0.032113161,0.002991952
2141,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,19:55,19:50,0.032113161,0.003020471
2142,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,20:35,20:30,0.032113161,0.003457668
2143,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,20:50,20:45,0.032113161,0.002891055
2144,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,0.875,20:55,0.032113161,0.002929186
2145,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,21:10,21:05,0.032113161,0.003144688
2146,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,21:25,21:20,0.032113161,0.003354358
2147,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,21:45,21:40,0.032113161,0.003129729
2148,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,21:55,21:50,0.064226321,0.006148169
2149,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,0.916666667,21:55,0.032113161,0.003461437
2150,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,22:05,22:00,0.032113161,0.003239967
2151,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,22:15,22:10,0.064226321,0.006390872
2152,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,22:25,22:20,0.032113161,0.002914629
2153,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,22:30,22:25,0.032113161,0.002978021
2154,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,22:45,22:40,0.032113161,0.003476647
2155,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,22:50,22:45,0.128452643,0.011786253
2156,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,22:55,22:50,0.064226321,0.006364523
2157,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,0.958333333,22:55,0.032113161,0.003482021
2158,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,23:05,23:00,0.064226321,0.006685817
2159,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,23:10,23:05,0.032113161,0.003202996
2160,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,23:15,23:10,0.064226321,0.007019565
2161,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,23:20,23:15,0.096339482,0.009186968
2162,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,23:25,23:20,0.032113161,0.003193408
2163,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,23:30,23:25,0.032113161,0.00341431
2164,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,23:35,23:30,0.064226321,0.006154996
2165,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,23:40,23:35,0.160565803,0.016494902
2166,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,23:50,23:45,0.064226321,0.006310387
2167,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,23:55,23:50,0.032113161,0.002901016
2168,1044,40.84990787,-73.93574496,Permanent Bulletin,672,1,1,23:55,0.064226321,0.006162572
2169,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,0:10,0:05,0.070725413,0.007339729
2170,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,0:25,0:20,0.070725413,0.006931813
2171,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,0:40,0:35,0.070725413,0.007034797
2172,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,0.041666667,0:55,0.070725413,0.006685522
2173,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,1:20,1:15,0.070725413,0.007739542
2174,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,1:35,1:30,0.070725413,0.006884114
2175,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,1:40,1:35,0.070725413,0.00750568
2176,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,1:45,1:40,0.070725413,0.007026042
2177,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,0.083333333,1:55,0.070725413,0.007008259
2178,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,2:30,2:25,0.070725413,0.006806495
2179,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,2:55,2:50,0.070725413,0.007696588
2180,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,6:25,6:20,0.070725413,0.006789346
2181,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,7:20,7:15,0.070725413,0.007472589
2182,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,12:30,12:25,0.070725413,0.007230515
2183,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,13:05,13:00,0.070725413,0.007199953
2184,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,13:15,13:10,0.070725413,0.007478498
2185,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,14:40,14:35,0.070725413,0.006897038
2186,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,14:55,14:50,0.070725413,0.007387768
2187,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,15:25,15:20,0.070725413,0.007366525
2188,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,15:35,15:30,0.070725413,0.006770941
2189,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,15:55,15:50,0.070725413,0.007305958
2190,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,16:05,16:00,0.070725413,0.006422127
2191,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,16:55,16:50,0.141450827,0.013656933
2192,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,17:05,17:00,0.070725413,0.007274819
2193,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,17:15,17:10,0.141450827,0.013207279
2194,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,17:20,17:15,0.070725413,0.007399589
2195,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,17:25,17:20,0.141450827,0.012785635
2196,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,17:35,17:30,0.070725413,0.007648373
2197,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,17:45,17:40,0.070725413,0.006776689
2198,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,17:50,17:45,0.070725413,0.007251708
2199,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,17:55,17:50,0.070725413,0.006934814
2200,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,0.75,17:55,0.141450827,0.014345113
2201,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,18:05,18:00,0.070725413,0.006452486
2202,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,18:10,18:05,0.070725413,0.007352221
2203,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,18:15,18:10,0.21217624,0.02029268
2204,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,18:35,18:30,0.141450827,0.014574353
2205,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,18:40,18:35,0.070725413,0.006896204
2206,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,18:45,18:40,0.070725413,0.006722265
2207,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,0.791666667,18:55,0.21217624,0.021834139
2208,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,19:05,19:00,0.141450827,0.012940551
2209,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,19:20,19:15,0.141450827,0.012835648
2210,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,19:35,19:30,0.141450827,0.014718476
2211,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,19:50,19:45,0.070725413,0.007086257
2212,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,20:05,20:00,0.070725413,0.007272923
2213,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,20:10,20:05,0.070725413,0.006524971
2214,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,20:20,20:15,0.070725413,0.007515641
2215,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,20:30,20:25,0.070725413,0.00672872
2216,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,20:35,20:30,0.141450827,0.013446099
2217,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,20:45,20:40,0.070725413,0.007132355
2218,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,20:50,20:45,0.070725413,0.006410297
2219,1045,40.71736735,-73.99930813,Permanent Bulletin,1480,3,20:55,20:50,0.070725413,0.007225012
